Geneid	count
Pid1	1080
Dner	10669
Mir5126	0
Trip12	4646
Fbxo36	15
Slc16a14	465
Gm15433	0
A530032D15Rik	0
A530040E14Rik	0
Gm2619	0
Gm7609	0
C130026I21Rik	1
Gm2666	0
Gm2427	17
Gm7592	0
Sp110	21
Sp140	22
Gm10552	0
Gm19524	0
Sp100	5
A630001G21Rik	4
Cab39	4628
Itm2c	3004
4933407L21Rik	39
Gpr55	21
Spata3	2
2810459M11Rik	331
Psmd1	4276
Htr2b	6
Armc9	586
LOC100861644	1
B3gnt7	204
Gm5258	0
Ncl	10113
Snora75	0
Snord82	0
C130036L24Rik	17
Nmur1	12
1700019O17Rik	0
Ptma	6419
Pde6d	1055
Cops7b	670
Nppc	76
Dis3l2	724
Alppl2	0
Alpi	0
Akp3	2
Ecel1	105
Prss56	7
Chrnd	0
Chrng	0
Eif4e2	2048
Efhd1	135
Gigyf2	1772
Kcnj13	41
3110079O15Rik	0
Ngef	3822
A530079E22Rik	4
Gm6153	1
Neu2	22
Inpp5d	207
Atg16l1	1138
Scarna6	1
Sag	26
Gm19582	1
Dgkd	4667
Usp40	302
Ugt1a10	0
Ugt1a9	0
Ugt1a7c	8
Ugt1a6b	3
Ugt1a6a	10
Ugt1a5	0
Ugt1a2	0
Dnajb3	48
Ugt1a1	0
Heatr7b1	0
Hjurp	232
6430706D22Rik	0
Trpm8	25
Spp2	0
Glrp1	4
Gm19589	0
Arl4c	3369
2410088K16Rik	0
1700067G17Rik	0
Sh3bp4	889
C030007H22Rik	0
Agap1	7377
4933400F21Rik	0
Gbx2	0
Asb18	1
Iqca	15
Cxcr7	130
Cops8	1563
Gm9991	0
Col6a3	289
Mlph	11
Prlh	1
Rab17	0
Lrrfip1	1407
Rbm44	1
Ramp1	249
Ube2f	562
Gm7785	7
Scly	133
Espnl	6
Gm19636	0
Klhl30	0
Fam132b	7
Ilkap	670
1700020N18Rik	3
Hes6	424
Per2	367
Traf3ip1	436
Asb1	1783
Twist2	9
Hdac4	718
Ndufa10	2265
Olfr1416	0
Olfr1415	0
Olfr1414	0
Olfr1413	0
Olfr1412	0
Olfr1411	0
Olfr1410	0
Olfr12	0
Myeov2	591
Otos	3
Gpc1	2868
Gm20155	0
Mir149	6
Ankmy1	5
Dusp28	93
Rnpepl1	711
9430060I03Rik	4
Capn10	677
Gpr35	4
Aqp12	1
Kif1a	41807
Agxt	0
2310007B03Rik	1
E030010N08Rik	23
Sned1	81
Mterfd2	270
Pask	94
Ppp1r7	2092
Ano7	5
Hdlbp	5242
Sept2	2172
Farp2	73
Stk25	4817
Bok	661
Thap4	426
Atg4b	1130
Dtymk	435
Ing5	267
D2hgdh	259
Gal3st2	0
Gm9994	0
Gm7889	0
Gm6086	1
Neu4	58
Pdcd1	2
4930440C22Rik	0
Fam174a	359
St8sia4	770
4930598F16Rik	0
Gm20207	3
1700063A18Rik	0
4930533P14Rik	0
Slco4c1	59
Gm5101	146
Slco6b1	0
Slco6c1	0
Gm7133	0
Gm7135	0
D1Ertd622e	1266
Ppip5k2	881
Gin1	91
Pam	2502
B230216N24Rik	21
1810006J02Rik	0
Slco6d1	0
Gm20253	1
Cntnap5b	500
Gm20268	0
Cdh20	571
Rnf152	2142
Gm17634	21
Pign	503
2310035C23Rik	2388
Gm10193	3
Tnfrsf11a	233
Gm7160	12
Zcchc2	964
LOC626049	12
Phlpp1	1636
Bcl2	535
D630008O14Rik	0
Kdsr	648
Vps4b	803
Serpinb5	3
Serpinb12	0
Serpinb13	0
Serpinb3a	0
Serpinb3d	0
Serpinb3b	0
Serpinb3c	0
Serpinb11	1
Serpinb7	0
Serpinb2	1
Serpinb10-ps	2
Serpinb8	18
Cdh7	340
Cdh19	7
Dsel	803
Cntnap5a	607
Gm7145	0
Tsn	3150
Mki67ip	928
Clasp1	4803
2900060B14Rik	0
Tfcp2l1	85
Gli2	87
Inhbb	319
Gm19295	0
Ralb	618
Tmem185b	245
Epb4.1l5	293
Ptpn4	688
Tmem177	243
Gm101	7
Sctr	8
Tmem37	14
Dbi	2110
3110009E18Rik	20
Steap3	149
C1ql2	10
Marco	1
En1	0
B230209K01Rik	35
Insig2	637
Ccdc93	934
Htr5b	26
Ddx18	388
Gm19329	0
Dpp10	3880
Actr3	7248
Slc35f5	604
Gpr39	1
Lypd1	465
Nckap5	461
Mgat5	1292
Gm8451	6
Tmem163	574
Acmsd	8
2900009J06Rik	9
Ccnt2	798
Ysk4	79
Rab3gap1	1012
Zranb3	231
R3hdm1	4751
Mir128-1	1
Ubxn4	1958
Lct	46
Mcm6	700
Dars	1424
Cxcr4	194
Thsd7b	489
Gm10191	3
Daf2	0
Cd55	256
Zp3r	2
C4bp	0
C4bp-ps1	2
Pfkfb2	1273
Yod1	187
AA986860	14
Fcamr	0
Gm15848	1
Pigr	0
Faim3	2
Il24	0
Il20	0
Il19	1
Il10	0
Mapkapk2	720
Dyrk3	243
Eif2d	523
Rassf5	384
Ikbke	18
Srgap2	6412
Fam72a	17
Avpr1b	5
Ctse	0
5430435G22Rik	33
Slc26a9	4
Pm20d1	10
Slc41a1	1358
Rab7l1	64
Nucks1	7920
Slc45a3	6
Elk4	584
Mfsd4	703
Cdk18	177
Mir135b	1
Lemd1	35
Klhdc8a	617
Nuak2	40
Tmcc2	4263
Dstyk	1183
Rbbp5	862
Tmem81	28
Cntn2	3010
Nfasc	5042
Gm10538	0
Lrrn2	3325
Mdm4	989
Pik3c2b	1190
Ppp1r15b	2146
Plekha6	1723
Gm19461	7
Golt1a	6
Kiss1	0
Ren1	1
Etnk2	163
Sox13	155
Snrpe	396
Zc3h11a	2238
Zbed6	687
Lax1	6
Atp2b4	8936
Optc	32
Prelp	204
Gm19487	7
Fmod	308
Gm19497	2
Btg2	209
Gm8618	1
Chit1	10
Chi3l1	46
Mybph	12
Adora1	4231
Myog	0
Ppfia4	2958
Tmem183a	2972
4933406M09Rik	0
Cyb5r1	209
Adipor1	1196
LOC100861791	0
Klhl12	902
Rabif	1320
LOC100503055	0
4931440L10Rik	0
Kdm5b	2809
Syt2	114
Ppp1r12b	1445
Ube2t	32
Lgr6	80
Ptprv	4
Gm10535	0
Ptpn7	3
Arl8a	9700
Gpr37l1	1127
Elf3	0
Rnpep	987
Timm17a	751
Lmod1	13
Shisa4	952
Ipo9	4042
Nav1	15865
Csrp1	661
Phlda3	207
Tnni1	3
Lad1	7
Tnnt2	14
Pkp1	5
Igfn1	2
Tmem9	945
Cacna1s	21
6530439I21	1
Kif21b	24937
2310006M14Rik	4
5730559C18Rik	80
Gm3878	0
Gpr25	250
Camsap2	7372
9230116N13Rik	8
Ddx59	203
Kif14	63
4933409D19Rik	0
Zfp281	1335
Gm19705	0
Gm16880	0
Gm8762	1
Nr5a2	11
A130050O07Rik	2
Mir181a-1	0
Mir181b-1	2
Ptprc	61
Atp6v1g3	0
Nek7	442
Gm5833	0
Lhx9	35
2310009B15Rik	97
1700019P21Rik	0
Dennd1b	239
Crb1	33
4933436E23Rik	1
Zbtb41	1609
Aspm	159
F13b	0
Cfhr1	0
Cfhr3	0
Gm4788	0
Cfhr2	0
Cfh	453
Kcnt2	663
4930590L20Rik	0
Gm4845	0
Cdc73	396
B3galt2	1769
Glrx2	1568
Trove2	2817
Uchl5	570
Rgs2	917
LOC100861894	0
Rgs13	33
Rgs1	0
Rgs21	0
Rgs18	2
Fam5c	780
Gm15583	0
Gm9931	0
Gm19891	0
Pla2g4a	34
7530420F21Rik	0
Ptgs2	32
Gm15453	4
Gm4322	1
Pdc	0
2310030A07Rik	0
BC003331	899
Tpr	3229
Prg4	41
Hmcn1	92
C730036E19Rik	1
3110040M04Rik	0
Ivns1abp	6170
1200016B10Rik	166
1190005F20Rik	589
Rnf2	1691
Gm19503	6
Fam129a	92
Edem3	2299
1700025G04Rik	2362
Tsen15	170
Glt25d2	266
Rgl1	1921
LOC100861876	106
Apobec4	0
Arpc5	4794
Gm19545	2
Ncf2	56
Smg7	2779
Nmnat2	4731
Lamc2	152
Lamc1	1438
E330020D12Rik	3
1700012A16Rik	26
Dhx9	4662
Npl	93
Rgs8	1186
C230024C17	0
Rgs16	142
Rnasel	707
Rgsl1	35
5830403L16Rik	12
Gm5531	0
Teddm1	2
Glul	9999
LOC100861882	0
Zfp648	30
4930452N14Rik	0
Cacna1e	3470
Ier5	432
Mr1	62
Stx6	1165
BC034090	99
Gm19678	0
Xpr1	9398
Gm5532	1
Acbd6	849
Lhx4	0
LOC100861926	0
Qsox1	439
Cep350	1511
Tor1aip1	574
Tor1aip2	1407
Fam163a	220
Tdrd5	45
Nphs2	13
9430070O13Rik	10
Soat1	443
Abl2	2238
Tor3a	68
Gm19918	0
Fam20b	2953
Ralgps2	3134
Angptl1	9
1700057K13Rik	1
Rasal2	1425
2810025M15Rik	223
BC026585	54
Sec16b	13
Gm20057	0
Fam5b	2550
Astn1	7965
Mir488	0
Pappa2	369
1600012P17Rik	0
Rfwd2	1693
Scarna3a	2
Tnr	1876
4930523C07Rik	37
4930562F07Rik	0
Tnn	37
Mrps14	282
Cacybp	2521
Rabgap1l	4616
Mir1927	0
Gpr52	92
Gm6177	0
Rc3h1	1324
Serpinc1	2
Zbtb37	187
Gas5	792
Mir5117	0
Snord47	6
Dars2	397
Cenpl	67
Klhl20	812
Ankrd45	1657
4930469G21Rik	2
Prdx6	1691
Tnfsf4	0
Tnfsf18	0
Fasl	1
AI848100	1333
4930558K02Rik	1
Pigc	294
Dnm3	4279
2810442N19Rik	1
Dnm3os	5
Mir199a-2	0
Mir214	0
Mettl13	263
Vamp4	934
Myoc	97
7420461P10Rik	0
Prrc2c	4127
Fmo4	1
Fmo1	374
Fmo2	1
Fmo6	0
Fmo3	0
4921528O07Rik	0
Prrx1	255
Gorab	210
Mettl11b	6
Kifap3	11748
Scyl3	551
BC055324	39
2810422O20Rik	63
Sele	0
Sell	2
Selp	1
Gm16548	0
F5	38
Slc19a2	297
4930455F23Rik	443
Blzf1	563
Nme7	840
Atp1b1	24130
Dpt	6
LOC433374	5
Xcl1	0
1700029M03Rik	0
4930568G15Rik	1
Tbx19	0
Sft2d2	408
Tiprl	1346
Gpr161	611
Dcaf6	2586
Brp44	808
Adcy10	12
Mpzl1	1393
Gm19622	0
Rcsd1	105
Gm19627	0
Creg1	358
Cd247	2
Pou2f1	530
Dusp27	24
Gpa33	0
Mael	3
Ildr2	4618
Gm15853	37
Tada1	791
Pogk	3783
Gm4846	0
Gm4847	0
Fmo9	0
Gm16701	59
Fam78b	2046
Uck2	961
Tmco1	452
LOC100862084	0
Aldh9a1	722
Mgst3	1665
Lrrc52	0
Gm19995	0
Rxrg	423
Lmx1a	8
Pbx1	10206
Nuf2	148
Rgs5	787
LOC100862094	756
Rgs4	5317
1700084C01Rik	147
Hsd17b7	1016
3110045C21Rik	19
Ddr2	310
Uap1	1342
Uhmk1	1345
Sh2d1b2	0
Gm6345	0
Sh2d1b1	1
Gm7694	48
1700015E13Rik	2
Nos1ap	598
Olfml2b	250
Atf6	975
Dusp12	325
Fcrlb	4
Fcrla	0
Fcgr2b	37
Fcgr4	6
Fcgr3	166
1700009P17Rik	37
Sdhc	1710
Mpz	4
Pcp4l1	538
Nr1i3	25
Tomm40l	953
Apoa2	12
Fcer1g	74
Ndufs2	2576
Adamts4	151
B4galt3	1070
Ppox	221
Usp21	856
LOC100862110	0
Ufc1	633
Gm20045	10
Dedd	740
Nit1	368
Pfdn2	715
Klhdc9	331
Pvrl4	40
Arhgap30	61
Usf1	1195
Tstd1	14
F11r	130
Alyref2	108
Itln1	0
Cd244	1
Ly9	4
Slamf7	0
Cd48	15
Gm15431	4
Slamf1	8
Cd84	57
Gm10521	0
LOC100862186	0
Slamf6	0
Vangl2	537
Nhlh1	5
Ncstn	1854
Copa	6369
Gm20101	0
Pex19	2000
Dcaf8	2176
Pea15a	10101
Casq1	13
Atp1a4	2
Atp1a2	11394
Igsf8	3015
Kcnj9	1243
Kcnj10	2241
Pigm	496
LOC100862199	0
Slamf9	6
Igsf9	656
Tagln2	306
Ccdc19	27
4933439K11Rik	6
Vsig8	7
Slamf8	1
Fcrl6	1
Dusp23	97
Gm2710	0
Crp	0
Apcs	0
Olfr16	0
Olfr1408	0
Olfr1406	0
Olfr218	0
Olfr1404	0
Fcer1a	0
Olfr418-ps1	0
Gm11062	0
Darc	2201
Cadm3	18546
Aim2	84
Gm4955	0
BC094916	0
Pydc4	0
Pyhin1	2
Pydc3	1
Gm20134	0
AI607873	8
Ifi204	2
Gm16340	1
Gm7897	0
Mndal	25
Mnda	3
Ifi203	20
Ifi202b	0
Ifi205	1
Olfr433	0
Olfr432	0
Olfr430	0
Olfr429	0
Olfr427	0
Olfr231	0
Olfr424	0
Olfr421	0
Olfr420	0
Spna1	8
Olfr419	0
1810030J14Rik	0
Olfr417	0
Olfr248	0
Olfr414	0
Olfr220	0
Fmn2	1882
Grem2	936
Rgs7	2060
Fh1	1266
Kmo	0
Opn3	250
Chml	1034
Wdr64	1
Exo1	57
Pld5	101
Cep170	7449
Mir350	0
Sdccag8	1087
Hmga2-ps1	10
Akt3	14021
Zfp238	19158
2310043L19Rik	0
1700016C15Rik	5
Adss	3237
Gm7068	0
Gm16432	2
Pppde1	1211
Gm9982	6
4930527J03Rik	0
Gm8029	7
B230369F24Rik	8
Fam36a	327
Hnrnpu	11442
Efcab2	180
Kif26b	715
Smyd3	866
Tfb2m	391
Cnst	1039
Sccpdh	1816
Ahctf1	1245
Gm19846	0
Cdc42bpa	7483
Adck3	83
Psen2	290
Gm5069	37
Itpkb	543
6330403A02Rik	6481
Parp1	2491
Lin9	114
Mixl1	1
Acbd3	1191
Gm17275	0
H3f3a	1426
BC031781	706
Gm20305	2
Lefty2	408
LOC100862334	0
Pycr2	264
Lefty1	6
Tmem63a	59
Ephx1	114
9130409I23Rik	0
Nvl	945
Cnih4	492
Wdr26	5255
A430110L20Rik	6
Cnih3	1907
Ccdc121	10
Dnahc14	66
Lbr	356
Gm5533	0
Enah	2314
Srp9	835
Vmn1r1	0
Degs1	1122
1700047M11Rik	1
Fbxo28	1653
Trp53bp2	735
Capn2	2362
Capn8	1
4922505E12Rik	0
Susd4	995
Tlr5	9
Disp1	151
Brox	2507
Aida	1697
Mia3	4001
Taf1a	209
Hhipl2	1
1700056E22Rik	3
Dusp10	85
1700112H15Rik	0
4930488B22Rik	0
Hlx	17
Mosc1	6
Mosc2	703
Mir1981	0
C130074G19Rik	325
Mark1	4399
Rab3gap2	1844
Snora36b	1
Iars2	1064
Mir194-1	1
Mir215	0
Bpnt1	1256
Eprs	3982
9630028B13Rik	25
Gm2061	169
Slc30a10	961
5033404E19Rik	3
Lyplal1	93
Tgfb2	648
Rrp15	199
D1Pas1	1
Spata17	13
1700007P06Rik	1
Gpatch2	515
LOC100862400	15
Esrrg	634
9330162B11Rik	0
Ush2a	5
Kctd3	3206
Kcnk2	1912
Gm3837	5
Gm2149	26
Cenpf	253
Ptpn14	220
Smyd2	1682
Prox1	221
Gm17566	7
Rps6kc1	1335
Angel2	1524
Vash2	1489
Mfsd7b	490
A230020J21Rik	3
1700022P22Rik	2
Tatdn3	98
Nsl1	50
Batf3	5
Fam71a	0
Atf3	15
D730003I15Rik	18
LOC100861628	1
Nenf	96
Tmem206	335
Ppp2r5a	896
Gm20201	0
Dtl	180
Ints7	693
Lpgat1	4519
Nek2	126
1700034H15Rik	59
Slc30a1	761
Rd3	19
Traf5	10
Mir3473c	0
Traf5-2	21
Gm3934	6
Rcor3	469
Gm10516	124
Kcnh1	1498
Hhat	15
A730013G03Rik	10
1700065J18Rik	1
Sertad4	1282
Gm15867	9
Syt14	187
Diexf	453
Irf6	31
A130010J15Rik	188
Traf3ip3	12
Hsd11b1	139
G0s2	0
Gm19753	0
Lamb3	24
Camk1g	708
Mir205	0
4930503O07Rik	0
Plxna2	5810
Mir3962	0
Cd34	558
Gm16897	5
A330023F24Rik	129
Mir29b-2	0
Mir29c	0
Cd46	22
Cr1l	415
Cr2	37
9230019H11Rik	0
B020014A21Rik	0
H60c	0
Ppp1r14c	2569
Iyd	20
Plekhg1	578
Mthfd1l	280
Akap12	2474
Zbtb2	346
Rmnd1	343
1700052N19Rik	235
Gm221	10
Esr1	111
Syne1	2516
Myct1	33
Vip	179
Fbxo5	62
Mtrf1l	179
Rgs17	3241
Gm3213	0
Oprm1	25
Ipcef1	2066
Cnksr3	90
Ulbp1	12
Lrp11	3701
Pcmt1	1656
A630066F11Rik	20
Nup43	123
BC020402	85
Lats1	2190
Katna1	179
BC013529	279
LOC100503695	4
Ppil4	1332
Zc3h12d	2
Mir5104	0
Tab2	2499
Ust	885
Sash1	2008
Gm9930	0
Samd5	251
Gm6150	0
Stxbp5	2883
9130014G24Rik	12
Rab32	44
Gm5177	0
Grm1	910
4930567K20Rik	0
Shprh	1344
Fbxo30	348
Epm2a	263
Utrn	729
B230208H11Rik	2
Stx11	14
Sf3b5	377
Plagl1	526
LOC100862331	0
Fam164b	0
Ltv1	429
Phactr2	449
Fuca2	746
Pex3	487
Adat2	118
Aig1	625
Hivep2	11449
Gm20114	16
Gpr126	109
Gm10335	1
Vta1	994
1700016L04Rik	0
Gje1	0
Nmbr	59
Gm20125	1
Cited2	772
Txlnb	17
Heca	963
3110003A17Rik	265
Reps1	1012
Ect2l	13
Ccdc28a	62
Nhsl1	827
Hebp2	108
D10Bwg1379e	1728
Gm4922	3
4930444F02Rik	1
Perp	167
Tnfaip3	175
Gm20139	1
Olig3	2
Ifngr1	228
Il22ra2	0
Il20ra	2
Slc35d3	88
Pex7	307
Map3k5	980
Mtap7	549
4930405J17Rik	0
Gm6251	10
Bclaf1	4017
Fam54a	19
Pde7b	343
Ahi1	4798
Gm10826	0
Gm20149	0
Myb	42
Hbs1l	1673
4930455C13Rik	1
Aldh8a1	1
1700021A07Rik	0
1700020N01Rik	0
Gm5420	0
Sgk1	1189
4930444G20Rik	1
E030030I06Rik	1
Raet1e	1
H60b	6
C920009B18Rik	7
Raet1d	10
Gm10825	0
Slc2a12	102
Tbpl1	1421
Gm20212	0
Gm10824	0
Tcf21	2
Eya4	114
Rps12	2187
Snora33	4
Snord100	6
1110021L09Rik	432
Vnn3	0
Vnn1	15
Taar1	0
Taar2	0
Taar3	0
Taar4	0
Taar5	0
Taar6	0
Taar7a	0
Taar7b	0
Taar7d	0
Taar7e	0
Taar7f	0
Taar8a	0
Taar8b	0
Taar8c	0
Taar9	0
Stx7	4200
LOC100862153	0
Moxd1	164
Ctgf	699
Enpp1	70
Enpp3	42
Med23	958
Arg1	5
Akap7	3857
Epb4.1l2	2151
2010003K15Rik	3
4930401C15Rik	0
LOC215866	0
Tmem200a	705
Gm9767	6
Samd3	10
L3mbtl3	1932
Gm8709	0
Arhgap18	331
Lama2	478
Gm10145	2
Ptprk	4370
Themis	6
Gm20262	0
4930519F09Rik	0
2310057J18Rik	0
6330407J23Rik	2949
