Geneid	count
1700012D14Rik	2.00
1700012I11Rik	0.00
1700012L04Rik	1.00
1700012P22Rik	0.00
1700013D24Rik	0.00
1700013F07Rik	8.00
1700013G23Rik	11.00
1700013G24Rik	0.00
1700013H16Rik	1.00
1700013N18Rik	0.00
1700014N06Rik	0.00
1700015E13Rik	0.00
1700015F17Rik	1.00
1700015G11Rik	0.00
1700016C15Rik	0.00
1700016D06Rik	0.00
1700016G14Rik	0.00
1700016G22Rik	0.00
1700016H13Rik	5.00
1700016K19Rik	53.00
1700016L04Rik	1.00
1700016L21Rik	0.00
1700016M24Rik	0.00
1700016P04Rik	0.00
1700017B05Rik	199.00
1700017D01Rik	0.00
1700017G19Rik	0.00
1700017J07Rik	0.00
1700017N19Rik	0.00
1700018A04Rik	2.00
1700018A14Rik	3.00
1700018B08Rik	0.00
1700018B24Rik	0.00
1700018C11Rik	0.00
1700018F24Rik	0.00
1700018G05Rik	0.00
1700018L02Rik	10.09
1700018L24Rik	0.00
1700019A02Rik	0.00
1700019B03Rik	0.00
1700019B21Rik	0.00
1700019D03Rik	41.00
1700019E08Rik	0.00
1700019E19Rik	126.00
1700019G17Rik	180.97
1700019G24Rik	1.00
1700019L03Rik	7.00
1700019M22Rik	0.00
1700019N12Rik	10.00
1700019N19Rik	1.00
1700019O17Rik	0.00
1700019P21Rik	0.00
1700020A23Rik	2.00
1700020C07Rik	1.00
1700020D05Rik	8.00
1700020G17Rik	0.00
1700020I14Rik	2537.00
1700020L24Rik	19.00
1700020M21Rik	0.00
1700020N01Rik	0.00
1700020N15Rik	0.00
1700020N18Rik	0.00
1700020O03Rik	1331.68
1700021A07Rik	0.00
1700021C14Rik	7.00
1700021F05Rik	420.00
1700021F07Rik	0.00
1700021K19Rik	1791.00
1700021N21Rik	2.00
1700021P04Rik	0.00
1700022A21Rik	0.00
1700022A22Rik	0.00
1700022E09Rik	0.00
1700022H16Rik	0.00
1700022I11Rik	1.00
1700022N22Rik	6.00
1700022P22Rik	0.00
1700023A16Rik	0.00
1700023C21Rik	0.00
1700023E05Rik	27.00
1700023F02Rik	0.00
1700023F06Rik	3.00
1700023L04Rik	3.00
1700024B05Rik	0.00
1700024B18Rik	0.00
1700024F13Rik	3.00
1700024F20Rik	354.00
1700024G13Rik	2.00
1700024P03Rik	0.00
1700024P04Rik	0.00
1700024P16Rik	18.00
1700025B11Rik	0.00
1700025C18Rik	0.00
1700025E21Rik	0.00
1700025F22Rik	0.00
1700025F24Rik	2.00
1700025G04Rik	1990.00
1700025H01Rik	0.00
1700025K23Rik	107.00
1700025K24Rik	1.00
1700025M24Rik	0.00
1700025N23Rik	0.00
1700026D08Rik	27.00
1700026D11Rik	0.00
1700026F02Rik	0.00
1700026J04Rik	0.00
1700026J12Rik	0.00
1700026L06Rik	6.00
1700027A15Rik	0.00
1700027A23Rik	21.00
1700027D21Rik	0.00
1700027F09Rik	0.00
1700027H10Rik	0.00
1700027I24Rik	0.00
1700027J07Rik	0.00
1700028B04Rik	0.00
1700028D13Rik	0.00
1700028E10Rik	3.00
1700028I16Rik	3.00
1700028J19Rik	8.00
1700028K03Rik	10.00
1700028M03Rik	0.00
1700028P14Rik	19.00
1700028P15Rik	0.00
1700029B22Rik	0.00
1700029E06Rik	0.00
1700029F09Rik	85.00
1700029F12Rik	0.00
1700029G01Rik	38.00
1700029H14Rik	1.00
1700029I01Rik	49.15
1700029I15Rik	0.00
1700029J03Rik	0.00
1700029J07Rik	45.00
1700029J11Rik	1.00
1700029M03Rik	0.00
1700029M20Rik	1.00
1700029N11Rik	0.00
1700029P11Rik	0.00
1700030A11Rik	0.00
1700030C10Rik	1.00
1700030C12Rik	3.00
1700030F04Rik	0.00
1700030F18Rik	1.00
1700030J22Rik	235.00
1700030K09Rik	177.00
1700030L20Rik	0.00
1700030M09Rik	0.00
1700030N03Rik	0.00
1700030O20Rik	0.00
1700031A10Rik	0.00
1700031F05Rik	0.00
1700031L13Rik	0.00
1700031M16Rik	0.00
1700031P21Rik	0.00
1700034E13Rik	0.00
1700034F02Rik	1.00
1700034G24Rik	7.00
1700034H14Rik	146.00
1700034H15Rik	12.32
1700034I23Rik	0.00
1700034J04Rik	0.00
1700034J05Rik	0.00
1700034K08Rik	0.00
1700034O15Rik	0.00
1700034P13Rik	4.02
1700036A12Rik	2.00
1700036G14Rik	0.00
1700037C18Rik	51.00
1700037H04Rik	552.00
1700039E15Rik	0.00
1700039E22Rik	0.00
1700039M10Rik	3.00
1700040D17Rik	25.00
1700040F15Rik	0.00
1700040F17Rik	0.00
1700040I03Rik	91.00
1700040L02Rik	34.00
1700040N02Rik	0.00
1700041C23Rik	0.00
1700041M19Rik	0.00
1700042B14Rik	0.00
1700042G07Rik	0.00
1700042G15Rik	0.00
1700042O10Rik	0.00
1700044C05Rik	0.00
1700044K03Rik	0.00
1700045H11Rik	0.00
1700045I11Rik	0.00
1700045I19Rik	31.00
1700046C09Rik	0.00
1700047G03Rik	0.00
1700047I17Rik2	1791.55
1700047L14Rik	0.00
1700047M11Rik	0.00
1700048M11Rik	2.00
1700048O20Rik	167.00
1700049E15Rik	0.00
1700049E17Rik1	0.00
1700049E17Rik2	0.00
1700049E22Rik	0.00
1700049G17Rik	250.95
1700049L16Rik	0.00
1700051A21Rik	2.00
1700052I22Rik	0.00
1700052K11Rik	145.00
1700052N19Rik	145.00
1700054A03Rik	0.00
1700054K19Rik	0.00
1700054M17Rik	0.00
1700054N08Rik	646.00
1700054O13Rik	0.00
1700054O19Rik	0.00
1700055C04Rik	0.00
1700055D18Rik	6.00
1700055N04Rik	0.00
1700056E22Rik	5.00
1700057G04Rik	0.00
1700057H15Rik	0.00
1700057K13Rik	0.00
1700058G18Rik	1.51
1700060C16Rik	0.00
1700060C20Rik	0.00
1700060O08Rik	0.00
1700061E17Rik	2.00
1700061F12Rik	0.00
1700061G19Rik	4.00
1700061I17Rik	0.00
1700061J05Rik	1.00
1700063A18Rik	0.00
1700063D05Rik	0.00
1700063H04Rik	0.00
1700063K16Rik	0.00
1700063O14Rik	0.00
1700064J06Rik	0.00
1700064M15Rik	2.00
1700065D16Rik	6.00
1700065I16Rik	0.00
1700065I17Rik	0.00
1700065J11Rik	0.00
1700065J18Rik	0.00
1700065O20Rik	0.00
1700066B17Rik	0.00
1700066B19Rik	1.00
1700066C05Rik	0.00
1700066J24Rik	274.00
1700066M21Rik	543.00
1700066N21Rik	0.00
1700066O22Rik	0.00
1700067G17Rik	0.00
1700067K01Rik	0.00
1700067P10Rik	0.00
1700069L16Rik	0.00
1700069P05Rik	0.00
1700071K01Rik	0.00
1700071M16Rik	8.02
1700072B07Rik	0.00
1700072E05Rik	0.00
1700072O05Rik	0.00
1700073E17Rik	5.00
1700074H08Rik	0.00
1700074P13Rik	0.00
1700080E11Rik	0.00
1700080N15Rik	0.00
1700080O16Rik	0.00
1700081H04Rik	0.00
1700081H22Rik	0.00
1700081L11Rik	2391.33
1700083H02Rik	0.00
1700084C01Rik	120.00
1700084E18Rik	4.00
1700084F23Rik	0.00
1700084J12Rik	3.00
1700084M14Rik	0.00
1700085B03Rik	0.00
1700085C21Rik	0.00
1700086L19Rik	519.00
1700086O06Rik	40.20
1700086P04Rik	3.00
1700088E04Rik	83.30
1700090G07Rik	0.00
1700091E21Rik	0.00
1700091H14Rik	0.00
1700092C02Rik	0.00
1700092C10Rik	0.00
1700092E19Rik	0.00
1700092K14Rik	0.00
1700092M07Rik	4.00
1700093J21Rik	2.00
1700093K21Rik	2.00
1700094D03Rik	103.00
1700094J05Rik	0.00
1700094M24Rik	0.00
1700095A13Rik	0.00
1700095A21Rik	0.00
1700095B10Rik	0.00
1700095B22Rik	6.00
1700095J03Rik	15.00
1700096J18Rik	3.00
1700096K18Rik	59.00
1700097N02Rik	10.75
1700099I09Rik	0.00
1700100L14Rik	0.00
1700101E01Rik	14.00
1700101G07Rik	0.00
1700101I11Rik	8.00
1700101O22Rik	0.00
1700102H20Rik	0.00
1700102P08Rik	21.00
1700104A03Rik	0.00
1700104B16Rik	2.00
1700105P06Rik	3.00
1700106J16Rik	0.00
1700106N22Rik	172.00
1700108F19Rik	0.00
1700108J01Rik	0.00
1700108M19Rik	0.00
1700109F18Rik	0.00
1700109G14Rik	1.00
1700109G15Rik	0.00
1700109H08Rik	4.00
1700109I08Rik	0.00
1700110C19Rik	0.00
1700110I01Rik	0.00
1700110K17Rik	0.00
1700110M21Rik	0.00
1700111E14Rik	0.00
1700111N16Rik	0.00
1700112E06Rik	0.00
1700112H15Rik	0.00
1700112M01Rik	0.00
1700113A16Rik	248.00
1700113H08Rik	1.00
1700113I22Rik	12.38
1700119H24Rik	0.00
1700120B22Rik	0.00
1700120C14Rik	1.00
1700120E14Rik	0.00
1700120G07Rik	0.00
1700120K04Rik	2.00
1700121L16Rik	0.00
1700121N20Rik	1.00
1700122E12Rik	0.00
1700122H20Rik	0.00
1700122O11Rik	0.00
1700123I01Rik	1.00
1700123K08Rik	0.00
1700123L14Rik	0.00
1700123M08Rik	25.90
1700123O12Rik	0.00
1700123O20Rik	380.81
1700123O21Rik	0.00
1700124L16Rik	3.00
1700125D06Rik	4.00
1700125G02Rik	1.00
1700125G22Rik	0.00
1700125H03Rik	0.00
1700125H20Rik	4.00
1700126H18Rik	0.00
1700128A07Rik	0.00
1700128F08Rik	0.00
1700129C05Rik	0.00
1810006J02Rik	2.00
1810006K21Rik	482.00
1810007C17Rik	0.00
1810007D17Rik	0.00
1810007I06Rik	0.00
1810008A18Rik	775.00
1810008B01Rik	1.01
1810008I18Rik	0.00
1810009A15Rik	135.00
1810009J06Rik	0.00
1810010D01Rik	1.00
1810010H24Rik	39.00
1810011H11Rik	1.00
1810011O10Rik	49.00
1810012K16Rik	0.00
1810012P15Rik	943.27
1810013A23Rik	0.00
1810013D10Rik	192.00
1810013L24Rik	1113.00
1810014B01Rik	36.00
1810014F10Rik	40.00
1810018F18Rik	0.00
1810019D21Rik	0.00
1810019J16Rik	3.00
1810020D17Rik	212.00
1810020O05Rik	12.95
1810021B22Rik	4.00
1810022K09Rik	396.00
1810024B03Rik	1.00
1810026B05Rik	164.94
1810026J23Rik	1938.00
1810027O10Rik	252.00
1810029B16Rik	194.00
1810030J14Rik	0.00
1810030N24Rik	161.00
1810030O07Rik	507.00
1810031K17Rik	626.00
1810032O08Rik	92.00
1810033B17Rik	4.00
1810034E14Rik	1.00
1810035I16Rik	0.00
1810035L17Rik	266.00
1810037I17Rik	372.28
1810041L15Rik	1485.00
1810043G02Rik	371.00
1810043H04Rik	61.00
1810044D09Rik	8.00
1810046J19Rik	1061.00
1810046K07Rik	0.00
1810048J11Rik	1016.00
1810049H13Rik	31.00
1810053B23Rik	0.00
1810055G02Rik	632.00
1810058I24Rik	308.00
1810059H22Rik	2.00
1810062G17Rik	1.00
1810062O18Rik	3.00
1810063B05Rik	130.00
1810063B07Rik	144.00
1810064F22Rik	0.00
1810065E05Rik	0.00
1810074P20Rik	541.00
2010001E11Rik	1.00
2010001M06Rik	2.00
2010001M09Rik	1.00
2010002M12Rik	9.00
2010002N04Rik	50.00
2010003K11Rik	1.00
2010003K15Rik	0.00
2010003O02Rik	15.00
2010005H15Rik	0.00
2010009K17Rik	0.00
2010010A06Rik	1.00
2010011I20Rik	909.00
2010012O05Rik	419.66
2010012P19Rik	1.00
2010015L04Rik	152.91
2010016I18Rik	0.00
2010106C02Rik	0.00
2010106E10Rik	1.00
2010106G01Rik	1094.00
2010107E04Rik	1065.00
2010107G12Rik	5.00
2010107G23Rik	731.00
2010107H07Rik	25.00
2010109A12Rik	2.00
2010109I03Rik	1.00
2010109K11Rik	804.00
2010110K18Rik	2.00
2010110P09Rik	25.00
2010111I01Rik	92.00
2010204K13Rik	22.00
2010300C02Rik	1202.96
2010300F17Rik	0.00
2010305A19Rik	540.00
2010308F09Rik	1.00
2010310C07Rik	0.00
2010315B03Rik	160.00
2010317E24Rik	85.00
2010320M18Rik	100.00
2010321M09Rik	678.00
2200002D01Rik	2.00
2200002J24Rik	0.00
2200002K05Rik	250.00
2210008F06Rik	101.00
2210009G21Rik	299.00
2210010C04Rik	0.00
2210010C17Rik	0.00
2210011C24Rik	0.00
2210012G02Rik	772.00
2210013O21Rik	416.00
2210015D19Rik	132.00
2210016F16Rik	219.00
2210016L21Rik	1634.00
2210018M11Rik	801.00
2210019I11Rik	0.00
2210020M01Rik	10.00
2210021J22Rik	89.00
2210039B01Rik	0.00
2210403K04Rik	179.00
2210404J11Rik	183.70
2210404O07Rik	7.00
2210404O09Rik	138.00
2210407C18Rik	0.00
2210408F21Rik	9.00
2210408I21Rik	469.00
2210409D07Rik	0.00
2210409E12Rik	0.00
2210411K11Rik	51.00
2210414B05Rik	0.00
2210415F13Rik	0.00
2210416O15Rik	1.00
2210417A02Rik	1.00
2210417K05Rik	5.00
2210420H20Rik	0.00
2300002M23Rik	0.00
2300003K06Rik	0.00
2300005B03Rik	0.00
2300009A05Rik	75.00
2310001A20Rik	725.00
2310001H17Rik	1.00
2310001H18Rik	0.00
2310001K24Rik	0.00
2310002D06Rik	2.00
2310002F09Rik	16.00
2310002J15Rik	4.00
2310002L09Rik	0.00
2310002L13Rik	0.00
2310003C23Rik	834.00
2310003F16Rik	828.00
2310003H01Rik	1877.00
2310003L06Rik	6.00
2310003L22Rik	530.00
2310004I24Rik	187.00
2310004N24Rik	301.00
2310005A03Rik	0.00
2310005E17Rik	2.00
2310005G13Rik	0.00
2310006M14Rik	0.00
2310007B03Rik	1.00
2310007L24Rik	2.00
2310008H04Rik	94.84
2310008H09Rik	1902.00
2310008N11Rik	1.00
2310009A05Rik	44.00
2310009B15Rik	60.00
2310010G23Rik	15.00
2310010J17Rik	12.00
2310010M20Rik	0.00
2310011J03Rik	289.00
2310014F06Rik	15.00
2310014F07Rik	1.00
2310014L17Rik	29.00
2310015A10Rik	136.00
2310015B20Rik	6.00
2310015D24Rik	0.00
2310016D03Rik	0.00
2310016G11Rik	0.00
2310016M24Rik	314.00
2310020H05Rik	0.00
2310021P13Rik	2716.00
2310022A10Rik	426.00
2310022B05Rik	2833.09
2310026I22Rik	4.06
2310028H24Rik	2933.00
2310030A07Rik	0.00
2310030G06Rik	34.00
2310030N02Rik	94.00
2310033E01Rik	1.00
2310033P09Rik	273.00
2310034C09Rik	0.00
2310034G01Rik	8.00
2310034O05Rik	4.00
2310035C23Rik	2015.00
2310035K24Rik	110.00
2310036O22Rik	1317.00
2310037I24Rik	1338.00
2310039H08Rik	126.00
2310039L15Rik	1.00
2310040G07Rik	1.00
2310040G24Rik	26.00
2310042D19Rik	18.00
2310042E22Rik	0.00
2310043J07Rik	0.00
2310043L19Rik	0.00
2310043O21Rik	0.00
2310044G17Rik	1755.01
2310044H10Rik	2194.00
2310045N01Rik	96.00
2310046A06Rik	237.00
2310046K01Rik	33.00
2310046O06Rik	632.00
2310047B19Rik	239.00
2310047D07Rik	1.00
2310047M10Rik	420.00
2310050B05Rik	0.00
2310050C09Rik	0.00
2310057J18Rik	0.00
2310057M21Rik	315.00
2310057N15Rik	0.00
2310058D17Rik	48.00
2310061C15Rik	84.00
2310061I04Rik	663.00
2310061J03Rik	51.71
2310061N02Rik	0.00
2310065F04Rik	0.00
2310067B10Rik	1048.00
2310067E19Rik	2.00
2310068J16Rik	1.01
2310069B03Rik	0.00
2310069G16Rik	39.00
2310079F23Rik	119.00
2310079G19Rik	0.00
2310081J21Rik	0.00
2400001E08Rik	1062.00
2400003C14Rik	1827.03
2400009B08Rik	20.00
2410001C21Rik	1577.00
2410002F23Rik	2319.00
2410002I01Rik	344.00
2410002O22Rik	1262.00
2410003K15Rik	138.00
2410003L11Rik	0.00
2410004A20Rik	0.00
2410004B18Rik	544.00
2410004I01Rik	22.00
2410004N09Rik	78.00
2410004P03Rik	109.00
2410006H16Rik	250.00
2410007B07Rik	0.00
2410012E07Rik	0.00
2410012M07Rik	0.00
2410015M20Rik	437.99
2410016O06Rik	265.00
2410017I17Rik	0.00
2410017P09Rik	234.00
2410018L13Rik	160.00
2410018M08Rik	186.44
2410021H03Rik	2.00
2410022L05Rik	322.00
2410022M11Rik	49.00
2410042D21Rik	469.00
2410057H14Rik	4.00
2410066E13Rik	3893.49
2410075B13Rik	146.00
2410076I21Rik	3.00
2410088K16Rik	0.00
2410089E03Rik	1099.00
2410091C18Rik	578.00
2410114N07Rik	0.00
2410124H12Rik	0.00
2410127L17Rik	234.00
2410131K14Rik	788.00
2410133F24Rik	15.17
2410137F16Rik	44.00
2410137M14Rik	2.00
2410141K09Rik	0.00
2500003M10Rik	3898.00
2500004C02Rik	65.00
2510002D24Rik	208.00
2510003D18Rik	0.00
2510003E04Rik	2144.00
2510006D16Rik	488.00
2510009E07Rik	3629.00
2510012J08Rik	548.00
2510039O18Rik	530.23
2510049J12Rik	17.00
2600006K01Rik	10.00
2600006L11Rik	0.00
2610001J05Rik	631.00
2610002D18Rik	20.00
2610002I17Rik	197.00
2610002J02Rik	288.00
2610002M06Rik	1990.00
2610005L07Rik	2791.28
2610008E11Rik	1180.84
2610015P09Rik	59.00
2610016A17Rik	1.00
2610017I09Rik	458.00
2610018G03Rik	27.00
2610019E17Rik	39.00
2610019F03Rik	222.00
2610020C07Rik	26.33
2610020H08Rik	22.00
2610021A01Rik	369.00
2610021K21Rik	24.00
2610027K06Rik	0.00
2610027L16Rik	499.51
2610028E06Rik	10.00
2610028H24Rik	1.13
2610029G23Rik	333.00
2610029I01Rik	247.00
2610034B18Rik	266.00
2610034M16Rik	20.00
2610035D17Rik	137.00
2610035F20Rik	6.00
2610037D02Rik	3.00
2610039C10Rik	172.00
2610042L04Rik	129.04
2610044O15Rik	123.00
2610100L16Rik	44.00
2610101N10Rik	2382.00
2610109H07Rik	2371.00
2610203C20Rik	666.00
2610203C22Rik	5.00
2610204G22Rik	5.00
2610206C17Rik	1.00
2610301B20Rik	508.00
2610301G19Rik	2228.00
2610305D13Rik	4.00
2610306M01Rik	112.00
2610307P16Rik	19.00
2610316D01Rik	57.00
2610318N02Rik	5.00
2610507B11Rik	5396.00
2610507I01Rik	346.00
2610524H06Rik	347.00
2610528A11Rik	3.00
2610528E23Rik	193.00
2610528J11Rik	0.00
2700007P21Rik	566.87
2700012I20Rik	1.00
2700023E23Rik	30.00
2700029M09Rik	565.00
2700033N17Rik	30.00
2700038G22Rik	16.00
2700046A07Rik	16.00
2700046G09Rik	20.00
2700049A03Rik	216.00
2700050L05Rik	517.00
2700054A10Rik	201.00
2700060E02Rik	1404.95
2700062C07Rik	238.00
2700069I18Rik	12.00
2700070H01Rik	0.00
2700078E11Rik	1659.62
2700081L22Rik	6.00
2700081O15Rik	5780.58
2700086A05Rik	0.00
2700089E24Rik	1409.00
2700089I24Rik	0.00
2700090O03Rik	193.00
2700094K13Rik	559.00
2700097O09Rik	60.00
2700099C18Rik	27.00
2810001G20Rik	170.00
2810002D19Rik	109.00
2810002N01Rik	304.00
2810004N23Rik	270.00
2810006K23Rik	177.00
2810007J24Rik	0.00
2810008D09Rik	89.00
2810008M24Rik	543.00
2810011L19Rik	646.00
2810013P06Rik	344.00
2810021B07Rik	275.00
2810021J22Rik	321.00
2810025M15Rik	321.70
2810029C07Rik	178.00
2810030D12Rik	4.00
2810030E01Rik	303.00
2810032G03Rik	161.00
2810039B14Rik	14.00
2810046L04Rik	573.00
2810047C21Rik1	8.22
2810049E08Rik	65.00
2810055F11Rik	27.00
2810055G20Rik	2.00
2810402E24Rik	23.00
2810403A07Rik	1009.00
2810403D21Rik	2.00
2810404M03Rik	0.00
2810405F15Rik	11.00
2810405K02Rik	229.00
2810407A14Rik	1.00
2810407C02Rik	3998.01
2810408A11Rik	44.00
2810408I11Rik	4.00
2810408M09Rik	394.74
2810410L24Rik	31.00
2810417H13Rik	245.00
2810422J05Rik	327.00
2810422O20Rik	52.00
2810428I15Rik	328.00
2810429I04Rik	14.00
2810432D09Rik	219.00
2810432L12Rik	2126.00
2810433D01Rik	2.00
2810442I21Rik	2.00
2810442N19Rik	1.00
2810453I06Rik	1608.00
2810454H06Rik	26.00
2810459M11Rik	413.00
2810468N07Rik	78.00
2810471M01Rik	0.00
2810474O19Rik	384.00
2900002K06Rik	5.00
2900005J15Rik	11.00
2900006K08Rik	35.00
2900008C10Rik	62.00
2900009J06Rik	39.00
2900010M23Rik	594.00
2900011O08Rik	5441.00
2900026A02Rik	1561.00
2900041M22Rik	3.00
2900052N01Rik	34.00
2900053A13Rik	145.93
2900055J20Rik	46.00
2900056M20Rik	442.00
2900057B20Rik	0.00
2900060B14Rik	0.00
2900064A13Rik	890.00
2900076A07Rik	25.00
2900079G21Rik	223.94
2900092C05Rik	0.00
2900092D14Rik	623.00
2900092E17Rik	394.90
2900093L17Rik	1.00
2900097C17Rik	23629.19
3000002C10Rik	37.00
3010001F23Rik	12.00
3010003L21Rik	11.00
3010026O09Rik	200.00
3010033K07Rik	1.00
3100003L05Rik	0.00
3110001D03Rik	476.00
3110001I22Rik	35.00
3110002H16Rik	420.00
3110003A17Rik	302.00
3110006O06Rik	10.00
3110007F17Rik	36.11
3110009E18Rik	20.00
3110009F21Rik	0.00
3110009M11Rik	0.00
3110015C05Rik	2.00
3110018I06Rik	0.00
3110021A11Rik	10.00
3110021N24Rik	112.00
3110035E14Rik	2085.00
3110039I08Rik	1.00
3110039M20Rik	73.91
3110040M04Rik	0.00
3110040N11Rik	103.00
3110043A19Rik	4.00
